source,target
catarinabioband,joaodomenech
Melo_Brasil_,Solphis_chan
DianaBo78466286,vanete_araujo
Trasherfive,DielNascimento4
AyltonBaptista,_Janoninho
catarinabioband,OBrizolulista
josue_aron13,ZellFlorizel
Rhcavalieregama,CPavanJau
DianaBo78466286,Elainnefaria1
catarinabioband,winsletpaulson
lucearaujo,Suzano_info
AyltonBaptista,_Janoninho
lucearaujo,Elainnefaria1
catarinabioband,rsafllics
Trasherfive,RonnyCombate
catarinabioband,Solphis_chan
catarinabioband,relidafernanda
csilvarego,_Janoninho
catarinabioband,marcosaraujjoo
catarinabioband,marcosaraujjoo
DianaBo78466286,vanzuty
catarinabioband,joaodomenech
lucearaujo,FelipZimmer
DianaBo78466286,WillianWillCG
catarinabioband,OBrizolulista
lore_instrutora,CinthiaMagal
catarinabioband,OBrizolulista
ALutaPeloBrasil,Kaiqueporto32
ItalobomVictor,joaodomenech
lucearaujo,Jouberth19
RenataM81838866,MarcelaSaraivas
lucearaujo,AndreaDamasce18
lelacohen,LeandroMTakano
RenataM81838866,daniduncan
AndreTGomesdeSa,FelipZimmer
catarinabioband,carloscamargo
catarinabioband,profalexmarcelo
RenataM81838866,DREEZ_171
AndreTGomesdeSa,Suzano_info
lelacohen,GleissonOpus
renatarecreio,DireitaMaria
RenataM81838866,claudiofalatudo
RenataM81838866,buarqueana13
ALutaPeloBrasil,JoaquinTeixeira
MercyCordeiro,FelipZimmer
RenataM81838866,euailze
Miriamlopesrod1,queenvermelha13
lelacohen,Jouberth19
lelacohen,EMorengueira
lucearaujo,Kaiqueporto32
catarinabioband,_Janoninho
lucearaujo,SantosClara14
Alberto08494564,lira9344529
SrtaElisMontei1,Danicarlasou
Rhcavalieregama,AzyanKristopher
lucearaujo,Suzano_info
MarcoRS1984,_Janoninho
debscsantos,_Janoninho
Rhcavalieregama,WillianWillCG
GracielleJesu12,MauricioCostaRS
ALutaPeloBrasil,WillianWillCG
lore_instrutora,Wallcostajf
lorenai28604404,MarcianoBrito13
SrtaElisMontei1,mjmacul_lima
GracielleJesu12,Danicarlasou
Tom_Strenge,GleissonOpus
lore_instrutora,KaiolOof
DianaBo78466286,PauloRo67507775
ALutaPeloBrasil,DCDM115
GracielleJesu12,Luisoli21929060
ALutaPeloBrasil,goncalves273
lucearaujo,Tio_Mou
DianaBo78466286,AdrianeNelci
Meginec,Kaiqueporto32
ALutaPeloBrasil,psy_fps
csilvarego,carlosmouramelo
Miriamlopesrod1,marcosaraujjoo
Meginec,CinthiaMagal
ALutaPeloBrasil,Jouberth19
lucearaujo,FelipeFrazaorj
Rhcavalieregama,aro_marcia
Meginec,GgmAndrews
GracielleJesu12,CinthiaMagal
OGizelly,cervejadgarrafa
lucearaujo,adrianomenino1
lorenai28604404,_Janoninho
ItalobomVictor,joaodomenech
lorenai28604404,Robi73589635
lorenai28604404,queenvermelha13
joaodomenech,joaodomenech
Rhcavalieregama,linapaulaqueir1
joaodomenech,joaodomenech
Miriamlopesrod1,lazarorosa25
csilvarego,lazarorosa25
joaodomenech,joaodomenech
joaodomenech,joaodomenech
DianaBo78466286,psy_fps
lucearaujo,aro_marcia
joaodomenech,joaodomenech
Miriamlopesrod1,DREEZ_171
joaodomenech,joaodomenech
joaodomenech,joaodomenech
LevyAlbuquerqu2,CamilaPazCosta1
rodferreirasouz,Suzano_info
Miriamlopesrod1,joaodomenech
joaodomenech,joaodomenech
lucearaujo,cpavanini
joaodomenech,joaodomenech
rodferreirasouz,Danicarlasou
joaodomenech,joaodomenech
lore_instrutora,Jouberth19
joaodomenech,joaodomenech
Miriamlopesrod1,EdsonFilho74
joaodomenech,joaodomenech
joaodomenech,joaodomenech
Rhcavalieregama,FelipeFrazaorj
SrtaElisMontei1,Lindasod
lucearaujo,um_forte
HumbertoSozo,PatriaAmada0709
lucearaujo,Paulo_Dupont
Rhcavalieregama,vanzuty
SrtaElisMontei1,Jouberth19
Sabelhinhaa,SamuraiChines
lorenai28604404,marcosaraujjoo
lelacohen,belcrischagas
cristiane_cadri,Kaiqueporto32
AyltonBaptista,CarlosS48442375
HelenaD92072738,LeoniceMariana1
MercyCordeiro,John_N4varro
SrtaElisMontei1,Kaiqueporto32
CrisHaniel1,euailze
lorenai28604404,lazarorosa25
lorenai28604404,DREEZ_171
lorenai28604404,cervejadgarrafa
MarcoRS1984,_Janoninho
Ademir1956Ap,lidiacorrea20
ILelyen,JoaquinTeixeira
SrtaElisMontei1,Suzano_info
lelacohen,dilo234fmg
Ademir1956Ap,_Janoninho
Rhcavalieregama,joaovoltou
IvanMor44139289,euquerenh
Gabicryso,Suzano_info
Selma48426844,marcosaraujjoo
Rhcavalieregama,psmota05
mae_tarjapreta,queenvermelha13
simoes_cassiano,marianelazaro
SrtaElisMontei1,eoliveira2003
SrtaElisMontei1,Wallcostajf
HelenaMeis,MauricioCostaRS
herondionisio,Danicarlasou
rd12493055,_Janoninho
VirleideFiguei1,Danicarlasou
lolloperez,Luisoli21929060
Rob__Rodrigues,marcosaraujjoo
simoes_cassiano,AndreaDamasce18
Rhcavalieregama,Sampafalke
Wereszk,Suzano_info
AnderTorres5,Suzano_info
lolloperez,MauricioCostaRS
simoes_cassiano,BrunoCalixto22
ivone_emilia,RonnyCombate
herondionisio,CinthiaMagal
lelacohen,vanete_araujo
Selma48426844,marcosaraujjoo
AnderTorres5,Danicarlasou
AnderTorres5,Elainnefaria1
ninicarvalho,_Janoninho
VirleideFiguei1,CinthiaMagal
simoes_cassiano,aro_marcia
PaulacbdeLima,KaiolOof
Peter78840211,Suzano_info
simoes_cassiano,KaiolOof
rd12493055,lazarorosa25
Marcos_Cancio68,belcrischagas
AnderTorres5,Suzano_info
Ribeirao1000,JoaquinTeixeira
PaulacbdeLima,lugubremonotomo
herondionisio,MauricioCostaRS
AnderTorres5,AppelLuciano
PaulacbdeLima,goncalves273
herondionisio,JoaquinTeixeira
EscritoraRaquel,JoaquinTeixeira
AnderTorres5,aro_marcia
renatarecreio,dilo234fmg
GlaydistaniaF,cunha_dil
ILelyen,AnaPifano2
simoes_cassiano,Wagner_R_O
Rhcavalieregama,MrochaNysoft
araujo_dago,JoaquinTeixeira
EscritoraRaquel,Luisoli21929060
DanielD61417722,goncalves273
Peter78840211,CinthiaMagal
dayserp1,Robi73589635
EscritoraRaquel,Kaiqueporto32
EscritoraRaquel,CinthiaMagal
dayserp1,queenvermelha13
MariOli71103436,cesarcalejon1
lublanche,MauricioCostaRS
lelacohen,ApenasTruthNews
Ribeirao1000,Elainnefaria1
MariOli71103436,buarqueana13
cmbortowski,joaodomenech
betobraga14,Fiuzafirmao2
lublanche,JoaquinTeixeira
Fabiogms917,JoaquinTeixeira
zecab,Danicarlasou
zecab,DCDM115
MariOli71103436,euailze
Enya99659645,KaiolOof
ninicarvalho,_Janoninho
BezzParisi,DielNascimento4
ArivandaSantana,Suzano_info
Ja_nemel,_Janoninho
Mamarjl,ZellFlorizel
eusamyra20,FelipZimmer
Rhcavalieregama,DruzianMonica
GlaydistaniaF,queenvermelha13
GlaydistaniaF,_Janoninho
lelacohen,joelmonteyro
ArivandaSantana,FelipZimmer
brasilacim,JoaquinTeixeira
LuMM21689256,BrunoCalixto22
brasilacim,Elainnefaria1
GlaydistaniaF,Robi73589635
BrunaMa83538150,MauricioCostaRS
dayserp1,Solphis_chan
brasilacim,Suzano_info
georgesrjadv,Danicarlasou
dayserp1,marcosaraujjoo
BrunaMa83538150,BrunoCalixto22
Anderso74644453,_Janoninho
georgesrjadv,Elainnefaria1
conciliele,ZellFlorizel
Regina13Ara,marcosaraujjoo
BrunaMa83538150,Kaiqueporto32
brasilacim,joaovoltou
lelacohen,BolsonaroNews22
eusamyra20,KaiolOof
ArivandaSantana,WillianWillCG
Aicram39552326,_Janoninho
ArivandaSantana,lugubremonotomo
victorbuchmann_,MarcelaSaraivas
KrisCandido16,vanzuty
Regina13Ara,cesarcalejon1
Regina13Ara,cervejadgarrafa
IsoldaCerqueira,_Janoninho
Rhcavalieregama,GraziHenriques
Ribeirao1000,CinthiaMagal
Regina13Ara,MarcelaSaraivas
MarcoElizaSil,JoaquinTeixeira
Ribeirao1000,marianelazaro
Regina13Ara,buarqueana13
Regina13Ara,_Janoninho
dayserp1,marcosaraujjoo
victorbuchmann_,daniduncan
AstralSandro,marcosaraujjoo
lelacohen,Rickys_Ricardo3
victorbuchmann_,lazarorosa25
Regina13Ara,RonnyCombate
victorbuchmann_,DREEZ_171
Ribeirao1000,vanzuty
crymbleshotmai1,MauricioCostaRS
victorbuchmann_,cervejadgarrafa
AstralSandro,marcosaraujjoo
Regina13Ara,M_Cristian18
LevyAlbuquerqu2,ajleal
Ribeirao1000,John_N4varro
tata1953,Hilton_Coelho
Ribeirao1000,Wagner_R_O
Regina13Ara,claudiofalatudo
AstralSandro,marcosaraujjoo
afonsor5hotmai1,_Janoninho
MarcoElizaSil,Kaiqueporto32
Regina13Ara,_Janoninho
ghabi_marques,MauricioCostaRS
Ribeirao1000,Edu210670
Ribeirao1000,AppelLuciano
afonsor5hotmai1,_Janoninho
poesierichel,lazarorosa25
Feliped82375579,lazarorosa25
poesierichel,cesarcalejon1
Ribeirao1000,Douglasvet33
poesierichel,buarqueana13
poesierichel,cervejadgarrafa
poesierichel,joaodomenech
poesierichel,euailze
crymbleshotmai1,Wallcostajf
MarcoElizaSil,vanete_araujo
poesierichel,nadiaprado7
EduardoJosAlve9,MauricioCostaRS
EduardoJosAlve9,Danicarlasou
CrisMFFreitas,Suzano_info
crymbleshotmai1,KaiolOof
Ribeirao1000,Andrisa01
GlaydistaniaF,Solphis_chan
crymbleshotmai1,GleissonOpus
Ribeirao1000,Tio_Mou
conciliele,Robi73589635
Ribeirao1000,gabrielpaulo221
Ribeirao1000,DoutorRedpill
SrtaElisMontei1,DileniFeliz
Ribeirao1000,lira9344529
Ribeirao1000,NikoIasFerreira
Ribeirao1000,rfenandesandrad
Regina13Ara,lucivaniasousa
lelacohen,BrunoCalixto22
Ribeirao1000,um_forte
lelacohen,CinthiaMagal
MarcoElizaSil,aro_marcia
Regina13Ara,winsletpaulson
joanadestra,JoaquinTeixeira
crymbleshotmai1,marianelazaro
Regina13Ara,CamilaPazCosta1
Regina13Ara,CornetaCritica
Ribeirao1000,Lindasod
Ribeirao1000,PatriaAmada0709
joanadestra,FelipZimmer
vrgncafe,EduPatricioSP
ghabi_marques,mjmacul_lima
GaldianoIvonete,FelipZimmer
Camilla36694011,BrunoCalixto22
MarcoElizaSil,Edu210670
Ribeirao1000,addrianomax
joanadestra,marianelazaro
Regina13Ara,OBrizolulista
Ribeirao1000,PatriaAmada0709
Ribeirao1000,IvairSouza4
vanercarmo,Suzano_info
Anderso74644453,_Janoninho
crymbleshotmai1,AndreaDamasce18
IrisGomesS,BrunoCalixto22
LiberdadeSOSFA,Jouberth19
jeanpsebastiao,aro_marcia
l_katiuscia,Luisoli21929060
victorbuchmann_,Robi73589635
ArivandaSantana,AnaPifano2
MarcoElizaSil,Tio_Mou
Patricia_Paes10,lazarorosa25
MarcoElizaSil,marcoaurelio969
nimsay_ya,Solphis_chan
Patricia_Paes10,cesarcalejon1
MarcoElizaSil,eoliveira2003
AnaLhMiranda1,Suzano_info
MarcoElizaSil,MarloneBHMG
Patricia_Paes10,buarqueana13
LiberdadeSOSFA,mjmacul_lima
Patricia_Paes10,consallys
IvanMor44139289,aro_marcia
Patricia_Paes10,joaodomenech
Patricia_Paes10,EdsonFilho74
mae_tarjapreta,joaodomenech
MarcoElizaSil,vanzuty
Patricia_Paes10,euailze
Anderso74644453,MarcelaSaraivas
l_katiuscia,JoaquinTeixeira
GaldianoIvonete,vanete_araujo
Regina13Ara,zurenemanique
Patricia_Paes10,nadiaprado7
clarambfortes,lazarorosa25
EsterJanoj,BabiSilwa
Patricia_Paes10,RonnyCombate
Patricia_Paes10,M_Cristian18
MarcoElizaSil,AdrianeNelci
Patricia_Paes10,cassiooliveir_
simonegmoreno,_Janoninho
MarcoElizaSil,AspasDireita
Regina13Ara,ElzaAugusta
Patricia_Paes10,DREEZ_171
Alberto08494564,Danicarlasou
Regina13Ara,lolaescreva
MarcoElizaSil,gabrielpaulo221
ORIGOM_14,Robi73589635
Patricia_Paes10,lolaescreva
ORIGOM_14,queenvermelha13
Regina13Ara,joaodomenech
ORIGOM_14,_Janoninho
GaldianoIvonete,linapaulaqueir1
ivone_emilia,velhodoriorj
MarcoElizaSil,Sampafalke
Regina13Ara,MarcianoBrito13
Patricia_Paes10,danielmarks17
Regina13Ara,Cro_thom
Patricia_Paes10,CarlosS48442375
MarcoElizaSil,camilapa21
GaldianoIvonete,lira9344529
Dane_Coelho,lazarorosa25
Patricia_Paes10,ElzaAugusta
Regina13Ara,Hilton_Coelho
AnaLhMiranda1,vanete_araujo
Dane_Coelho,cesarcalejon1
Patricia_Paes10,oicram2016
Dane_Coelho,_Janoninho
MarcoElizaSil,AzyanKristopher
AnaLhMiranda1,GleissonOpus
nimsay_ya,lazarorosa25
Dane_Coelho,daniduncan
Patricia_Paes10,winsletpaulson
abnael_martins,AndreaDamasce18
Patricia_Paes10,zurenemanique
Dane_Coelho,DielNascimento4
Patricia_Paes10,Cro_thom
Peter78840211,JoaquinTeixeira
adsrocha6,cesarcalejon1
Dane_Coelho,MarcelaSaraivas
Dane_Coelho,joaodomenech
nimsay_ya,DREEZ_171
Dane_Coelho,EdsonFilho74
Dane_Coelho,lolaescreva
Patricia_Paes10,jeje_cricri
MarcoElizaSil,moreirafk
simonegmoreno,_Janoninho
Patricia_Paes10,CornetaCritica
Patricia_Paes10,CamilaPazCosta1
Patricia_Paes10,LulaSilvaLivre
Patricia_Paes10,giordano_girl
mae_tarjapreta,relidafernanda
Patricia_Paes10,edsozx
ORIGOM_14,lazarorosa25
simonegmoreno,_Janoninho
ORIGOM_14,cesarcalejon1
vanessvargas,vanete_araujo
ORIGOM_14,buarqueana13
ORIGOM_14,DREEZ_171
nema_uchoa,Elainnefaria1
ORIGOM_14,claudiofalatudo
Patricia_Paes10,eliiwelton
ORIGOM_14,MarcelaSaraivas
dulcecfsbarbosa,JoaquinTeixeira
ORIGOM_14,cervejadgarrafa
Patricia_Paes10,Rosaniba
IsoldaCerqueira,_Janoninho
vanessvargas,Jouberth19
ORIGOM_14,_Janoninho
YNakayamo,JoaquinTeixeira
mae_tarjapreta,lolaescreva
ORIGOM_14,joaodomenech
Dane_Coelho,cervejadgarrafa
ORIGOM_14,euailze
Patricia_Paes10,TiciaEvans
YNakayamo,vanzuty
Patricia_Paes10,RicardaBatista
ORIGOM_14,DielNascimento4
ORIGOM_14,EdsonFilho74
WritterAnaLuiza,Elilima001
MarcoElizaSil,HelenaMeis
Patricia_Paes10,SessaAriel
YNakayamo,Luisoli21929060
Cassiaholecko,aro_marcia
lu_pollas,Suzano_info
Patricia_Paes10,nandatorres21
patriotalovers,Jouberth19
WritterAnaLuiza,GgmAndrews
PatyHelena8,_Janoninho
danilohugou,lazarorosa25
PatyHelena8,lazarorosa25
danilohugou,claudiofalatudo
Cassiaholecko,Wagner_R_O
PatyHelena8,cesarcalejon1
danilohugou,cervejadgarrafa
PatyHelena8,daniduncan
PatyHelena8,buarqueana13
danilohugou,joaodomenech
PatyHelena8,_Janoninho
MarcoElizaSil,EduPatricioSP
AndrCGalvez1,aro_marcia
Cassiaholecko,marianelazaro
danilohugou,EdsonFilho74
PatyHelena8,DREEZ_171
MarcoElizaSil,LeoVilhena51
AndrCGalvez1,aro_marcia
danilohugou,daniduncan
PatyHelena8,DielNascimento4
PatyHelena8,euailze
WarleyFAragao,Danicarlasou
PatyHelena8,EdsonFilho74
PatyHelena8,_Janoninho
ninicarvalho,_Janoninho
ghabi_marques,marcoaurelio969
vcoura,Wallcostajf
ElineiaCassotto,EduPatricioSP
MamataMelo,MauricioCostaRS
ElianeZandonadi,_Janoninho
IsoldaCerqueira,_Janoninho
BawiGoncalves,JoaquinTeixeira
OliviaM41894619,_Janoninho
primasilenciosa,buarqueana13
OliviaM41894619,_Janoninho
MamataMelo,Danicarlasou
MarcoElizaSil,Ander_avante
elianefernandas,VanessaCruzs2
D_rodrigo17,MauricioCostaRS
deciomiranda00,Danicarlasou
deciomiranda00,Suzano_info
MamataMelo,NikoIasFerreira
MamataMelo,Kaiqueporto32
ElianeZandonadi,_Janoninho
lu_pollas,MarloneBHMG
AnaBonini14,joaodomenech
AnaBonini14,_Janoninho
AnaBonini14,euailze
AnaBonini14,_Janoninho
Leandro97758105,Kaiqueporto32
profvalentimbr,joaodomenech
Leandro97758105,BrunoCalixto22
BawiGoncalves,cpavanini
primasilenciosa,_Janoninho
deciomiranda00,FelipZimmer
primasilenciosa,MarcelaSaraivas
primasilenciosa,joaodomenech
TiagoErnane,MauricioCostaRS
primasilenciosa,marcosaraujjoo
MarcoVilla68,JoaquinTeixeira
MarilisMolinari,_Janoninho
deciomiranda00,KaiolOof
TiagoErnane,Kaiqueporto32
lu_pollas,Lindasod
ninicarvalho,joaodomenech
BawiGoncalves,aro_marcia
TiagoErnane,vanete_araujo
Alessan32561408,MauricioCostaRS
primasilenciosa,lolaescreva
AledrDrumond,BrunoCalixto22
TiagoErnane,lugubremonotomo
PatriaAmada1974,JoaquinTeixeira
MarciaF84658325,_Janoninho
Alessan32561408,Danicarlasou
Alessan32561408,JoaquinTeixeira
Alessan32561408,Suzano_info
SocaFofoFsa,Danicarlasou
primasilenciosa,joaodomenech
oxijulhaa,BrunoCalixto22
primasilenciosa,OsBrizolistas
SocaFofoFsa,CinthiaMagal
AledrDrumond,CinthiaMagal
deciomiranda00,GleissonOpus
Fabola07797913,_Janoninho
Katiasimonegar1,_Janoninho
primasilenciosa,_Janoninho
deciomiranda00,vanzuty
Mimi_Aguiar7,LeoewalF
moapassos,_winston_br
AnaBonini14,_Janoninho
Rob__Rodrigues,JoaquinTeixeira
csilvarego,_Janoninho
AledrDrumond,Tio_Mou
deciomiranda00,lugubremonotomo
Rob__Rodrigues,Danicarlasou
gusta20202,marcosaraujjoo
lu_pollas,adrianomenino1
gusta20202,cervejadgarrafa
Rob__Rodrigues,CinthiaMagal
AledrDrumond,camilapa21
gusta20202,_Janoninho
Rob__Rodrigues,FelipZimmer
SocaFofoFsa,John_N4varro
SocaFofoFsa,psy_fps
gusta20202,queenvermelha13
CleiaGasperi,JoaquinTeixeira
SocaFofoFsa,marcosaraujjoo
moapassos,BrunoCalixto22
CleiaGasperi,BrunoCalixto22
MariaCeciliaSM3,Suzano_info
Fabola07797913,_Janoninho
Xulalazct,Suzano_info
AledrDrumond,leojardels
Mimi_Aguiar7,belcrischagas
deciomiranda00,Karinegtoledo
AledrDrumond,BarretoAdriana6
Fabola07797913,_Janoninho
moapassos,gabrielpaulo221
Rob__Rodrigues,aro_marcia
AledrDrumond,willmourds
CleiaGasperi,Jouberth19
Mamarjl,lucivaniasousa
Alessan32561408,DCDM115
bethebaroni,RonnyCombate
SocaFofoFsa,Wagner_R_O
CleiaGasperi,lira9344529
lu_pollas,LeoewalF
AledrDrumond,aro_marcia
Rob__Rodrigues,AndreaDamasce18
AndrCGalvez1,AndreLuisfr22
Aninha56465630,lazarorosa25
michelle_psg,Liberte_o_BR
AledrDrumond,MeirocaSoares
Aninha56465630,_Janoninho
bethebaroni,lolaescreva
Aninha56465630,cesarcalejon1
HEY_MALYNE,_Janoninho
IsoldaCerqueira,buarqueana13
Aninha56465630,_Janoninho
leo2etil1,aquiflavio
bethebaroni,_Janoninho
juracema_de,_Janoninho
AledrDrumond,vanzuty
MarilisMolinari,_Janoninho
CleiaGasperi,CPavanJau
Alessan32561408,aro_marcia
Rob__Rodrigues,LeoewalF
AledrDrumond,danoskigil
AledrDrumond,Livco
AndrCGalvez1,lelacohen
PatriaAmada1974,AnaPifano2
AledrDrumond,Paulo_Dupont
MarilisMolinari,_Janoninho
JoysseReis,JoaquinTeixeira
Aninha56465630,buarqueana13
Aninha56465630,cervejadgarrafa
AledrDrumond,Jasminioficial3
profvalentimbr,cesarcalejon1
PatriaAmada1974,lugubremonotomo
Carlo38420499,BrunoCalixto22
bethebaroni,_Janoninho
AledrDrumond,AspasDireita
Rob__Rodrigues,GgmAndrews
Aninha56465630,_Janoninho
Aninha56465630,daniduncan
igor_piratini,Suzano_info
AledrDrumond,sueli06832725
conservadora_a,AnaPifano2
profvalentimbr,joaodomenech
AledrDrumond,almacigana7
Aninha56465630,joaodomenech
Almeida09517604,JoaquinTeixeira
AledrDrumond,Andrisa01
AledrDrumond,MrochaNysoft
Aninha56465630,CarlosS48442375
Aninha56465630,_Janoninho
PedroGomez2210,MauricioCostaRS
AledrDrumond,Lano_iss
Aninha56465630,DREEZ_171
Aninha56465630,joaodomenech
AndrCGalvez1,Fran_apropria
Aninha56465630,joaodomenech
Almeida09517604,JoaquinTeixeira
AledrDrumond,IvairSouza4
AledrDrumond,sabinanogueira1
lipecardoso_123,JoaquinTeixeira
AyltonBaptista,BrilhaEstrela13
bethebaroni,joaodomenech
lipecardoso_123,MauricioCostaRS
AledrDrumond,EduPatricioSP
lipecardoso_123,JoaquinTeixeira
Carlo38420499,JoaquinTeixeira
Elizabe54726333,Jouberth19
AledrDrumond,OliverNoronha
AledrDrumond,DruzianMonica
MarilisMolinari,_Janoninho
lipecardoso_123,Luisoli21929060
AledrDrumond,Lindasod
Feliped82375579,joaodomenech
ninicarvalho,_Janoninho
neveswalter1,JoaquinTeixeira
ZeliaMaran,buarqueana13
ZeliaMaran,_Janoninho
AndrCGalvez1,joelmonteyro
ZeliaMaran,DREEZ_171
Carlo38420499,gabrielpaulo221
AledrDrumond,jozeneto_e
GeovannyLucas8,_Janoninho
Carlo38420499,PauloRo67507775
luciah1000,lazarorosa25
Carlo38420499,E_PaKabah
Jhonata44245112,EduPatricioSP
Carlo38420499,lugubremonotomo
AnnieDuarte14,fellipebambam
ZeliaMaran,CarlosS48442375
ootremcaioxx,WalterS30842644
luciah1000,MarcelaSaraivas
Alessan32561408,Claudio25924351
AledrDrumond,Sampafalke
luciah1000,EdsonFilho74
ZeliaMaran,MarcelaSaraivas
AkosLiszt,daniduncan
AkosLiszt,lazarorosa25
AkosLiszt,DREEZ_171
luciah1000,cesarcalejon1
AkosLiszt,claudiofalatudo
ninicarvalho,_Janoninho
AkosLiszt,cervejadgarrafa
AkosLiszt,MarcelaSaraivas
AkosLiszt,DielNascimento4
Alessan32561408,vanzuty
AkosLiszt,_Janoninho
luciah1000,buarqueana13
MarcoVilla68,joaovoltou
ZeliaMaran,joaodomenech
ivone_emilia,_Janoninho
luciah1000,CarlosS48442375
ZeliaMaran,cesarcalejon1
Carlo38420499,vanzuty
AlexandreVichn1,KaiolOof
ghabi_marques,GgmAndrews
ZeliaMaran,EdsonFilho74
ZeliaMaran,euailze
AledrDrumond,jdgrings
AlexandreVichn1,John_N4varro
imflopadaa,lazarorosa25
AledrDrumond,mara_selma
luciah1000,marcosaraujjoo
imflopadaa,cesarcalejon1
imflopadaa,buarqueana13
imflopadaa,joaodomenech
AledrDrumond,AzyanKristopher
luciah1000,daniduncan
ZeliaMaran,Robi73589635
imflopadaa,cervejadgarrafa
ZeliaMaran,lazarorosa25
juracema_de,_Janoninho
ZeliaMaran,BrilhaEstrela13
ZeliaMaran,marcosaraujjoo
csilvarego,marcosaraujjoo
ItalobomVictor,_Janoninho
AndreaC84000405,livialternativa
Sabelhinhaa,RonnyCombate
Ma76340532Paulo,JoaquinTeixeira
IsabelC29886872,_Janoninho
Rodrigo33329172,daniduncan
Rodrigo33329172,_Janoninho
Rodrigo33329172,buarqueana13
oiii__rodrigo,cesarcalejon1
IsabelC29886872,EdsonFilho74
IsabelC29886872,DREEZ_171
IsabelC29886872,cervejadgarrafa
MarciaF84658325,_Janoninho
IsabelC29886872,claudiofalatudo
IsabelC29886872,MarcelaSaraivas
Sabelhinhaa,EdsonFilho74
Leidian40050346,Suzano_info
ivone_emilia,_Janoninho
MarilisMolinari,lazarorosa25
HEY_MALYNE,_Janoninho
Toffano13,BrunoCalixto22
egty,JoaquinTeixeira
Sugahara80,WillianWillCG
profvalentimbr,joaodomenech
zelatorre,WalterS30842644
Sugahara80,aro_marcia
fabiobatistalo1,E_PaKabah
NEEMIAS47,vanete_araujo
Izabelbelel1,MauricioCostaRS
NEEMIAS47,Wallcostajf
newswordbrazil,LeandroMTakano
Sabelhinhaa,cervejadgarrafa
guiferreiracode,Suzano_info
guiferreiracode,Luisoli21929060
guiferreiracode,KaiolOof
